# companyID   companyId
100000005559	100000010916
100000010743	100000010910
100000010584	100000011069
100000000173	100000000195
100000000308	100000005589
100000000337	100000011080
100000005432	100000010522
100000000226	100000010944
100000000080	100000005589
100000005411	100000005434
100000010761	100000010905
100000000274	100000010903
100000000313	100000010640
100000000207	100000011032
100000000083	100000005619
100000005643	100000010655
100000005674	100000005709
100000000203	100000005673
100000005634	100000010903
100000010813	100000011041
100000005652	100000010972
100000000255	100000000343
100000010490	100000010893
100000000128	100000010971
100000000186	100000000302
100000000070	100000005543
100000000226	100000000329
100000000229	100000005547
100000005578	100000010727
100000010559	100000010675
100000010614	100000011066
100000005511	100000010660
100000000347	100000005607
100000000088	100000010723
100000010642	100000011014
100000000329	100000005438
100000005725	100000010744
100000000053	100000000259
100000005487	100000011002
100000010950	100000010963
100000000196	100000010505
100000000274	100000011099
100000010521	100000010745
100000010417	100000010936
100000000066	100000010860
100000005369	100000011119
100000000073	100000010579
100000005558	100000010942
100000000204	100000010914
100000000278	100000010425
100000005461	100000010743
100000005620	100000010723
100000000325	100000000326
100000000146	100000005563
100000000236	100000011032
100000000116	100000010505
100000000103	100000000337
100000005564	100000010490
100000005684	100000011204
100000000241	100000005646
100000000228	100000000350
100000005481	100000010631
100000000234	100000005736
100000000337	100000010812
100000005490	100000011010
100000010503	100000010860
100000005644	100000011129
100000000062	100000000221
100000005429	100000005475
100000000073	100000005501
100000000065	100000005683
100000000103	100000005674
100000010784	100000010921
100000000268	100000010503
100000000332	100000005589
100000000343	100000010399
100000000222	100000000245
100000010655	100000010764
100000000278	100000000315
100000005558	100000010490
100000005413	100000010948
100000000094	100000000221
100000000211	100000010946
100000000195	100000010652
100000010426	100000010729
100000000209	100000011010
100000000204	100000000349
100000010444	100000010935
100000000297	100000000339
100000005437	100000005573
100000000055	100000000324
100000000180	100000000278
100000000123	100000010478
100000005673	100000010621
100000010433	100000010554
100000010379	100000011066
100000000098	100000005388
100000000247	100000010475
100000005529	100000011010
100000000088	100000010998
100000010425	100000010883
100000000343	100000005529
100000000153	100000000221
100000000129	100000010968
100000000193	100000005571
100000005692	100000010897
100000005434	100000010369
100000000260	100000005384
100000000197	100000000236
100000005420	100000010668
100000000221	100000005674
100000010385	100000010817
100000000108	100000010520
100000010864	100000011066
100000005542	100000010907
100000005467	100000010740
100000010583	100000011032
100000010606	100000010780
100000005539	100000010967
100000005615	100000010528
100000005405	100000005592
100000000093	100000010638
100000005508	100000010701
100000010379	100000010694
100000000066	100000010494
100000005651	100000010458
100000000209	100000005463
100000010501	100000010738
100000005637	100000011032
100000000332	100000010744
100000010397	100000010998
100000000078	100000010988
100000005566	100000010813
100000005547	100000010606
100000000286	100000010942
100000000069	100000010550
100000000141	100000010427
100000000221	100000010651
100000000302	100000005532
100000010433	100000011094
100000000110	100000011212
100000000264	100000000352
100000005703	100000010471
100000000073	100000010396
100000000178	100000005629
100000000329	100000000350
100000000337	100000005625
100000000340	100000010606
100000000128	100000010838
100000000326	100000011081
100000010723	100000010966
100000005467	100000010965
100000010930	100000010936
100000010621	100000010774
100000000141	100000010716
100000000324	100000005529
100000005725	100000010573
100000000216	100000005548
100000000097	100000011069
100000005545	100000011148
100000010510	100000010827
100000000279	100000000286
100000000286	100000010618
100000000163	100000005420
100000005449	100000010452
