# NumberOfPayments   NumberOfCompaniesMakingThatManyPayments
1	44
2	46
3	47
4	42
5	33
6	22
7	22
8	25
9	18
10	16
11	21
12	14
13	12
14	8
15	8
16	7
17	15
18	7
19	11
20	6
21	11
22	2
23	3
24	5
25	3
26	6
27	5
28	5
29	5
30	6
31	3
32	6
33	3
34	4
35	10
36	3
37	4
38	3
39	5
40	4
41	5
42	1
43	2
44	2
45	4
46	2
47	2
48	3
49	4
50	2
51	3
52	2
53	1
54	3
55	1
56	3
57	2
63	2
64	1
65	1
66	1
67	1
68	4
69	3
70	1
71	3
72	2
73	1
75	2
76	2
77	1
78	2
79	2
80	1
81	1
82	1
84	1
85	1
86	2
88	2
89	2
90	2
91	1
92	1
93	2
95	1
96	1
97	2
98	1
100	1
101	1
102	1
103	1
108	1
109	1
110	1
112	1
113	3
114	3
115	1
117	1
120	1
121	1
125	1
128	1
129	1
131	1
132	1
133	1
135	2
139	1
141	1
142	1
143	1
148	2
149	1
151	1
157	1
159	1
162	1
163	1
164	2
166	2
168	1
171	2
172	2
180	1
181	1
182	2
183	1
185	2
186	1
187	1
189	2
190	1
191	1
192	1
193	1
194	1
196	2
197	2
200	1
201	1
203	1
208	1
210	1
212	2
216	2
217	1
225	1
226	1
227	3
228	1
229	1
242	1
243	1
245	1
250	1
252	2
258	1
259	1
260	1
263	1
264	1
265	1
266	1
267	1
271	1
284	1
299	1
300	1
312	1
316	1
319	1
326	1
335	1
336	1
348	1
350	1
351	1
356	1
363	1
372	1
374	1
377	1
392	1
397	1
414	1
425	1
427	1
432	1
434	1
436	1
437	1
447	1
452	1
453	1
460	1
465	1
468	1
492	1
494	1
498	1
504	2
509	2
510	1
511	1
517	1
520	1
541	1
543	1
548	1
556	1
559	1
564	1
565	1
567	2
577	1
584	2
586	2
594	1
597	1
602	1
603	1
639	1
642	1
645	1
655	1
669	2
673	1
691	1
692	1
698	1
701	1
721	1
732	1
758	1
760	2
778	1
786	1
805	1
820	1
835	1
847	1
865	1
881	1
896	1
902	1
930	1
934	1
943	1
949	1
956	1
972	1
1006	1
1033	1
1048	1
1049	1
1061	1
1068	1
1069	1
1101	1
1104	1
1107	1
1125	1
1145	1
1160	1
1175	1
1187	1
1217	1
1268	1
1275	1
1287	1
1314	1
1334	1
1355	1
1389	1
1399	1
1414	1
1452	1
1458	1
1492	1
1498	1
1537	1
1547	1
1569	1
1596	1
1602	1
1630	1
1693	1
1716	1
1762	1
1775	1
1832	1
1846	1
1895	1
1919	1
1926	1
1931	1
1965	1
1966	1
2075	1
2121	1
2123	1
2127	1
2134	1
2152	1
2236	1
2243	1
2257	1
2395	1
2457	1
2467	1
2491	1
2533	1
2624	1
2641	1
2644	1
2662	1
2701	1
2826	1
2911	1
2933	1
2976	1
3151	1
3241	1
3394	1
3594	1
3669	1
3680	1
3798	1
3821	1
3839	1
3840	1
3887	1
3940	1
4297	1
4373	1
4451	1
4518	1
4626	1
4683	1
4684	1
5805	1
5961	1
6211	1
6627	1
6941	1
7512	1
7835	1
9209	1
9435	1
9453	1
9625	1
10334	1
11308	1
11625	1
11738	1
12427	1
13092	1
13994	1
14911	1
15024	1
16363	1
18575	1
19039	1
21456	1
22431	1
22850	1
23492	1
31428	1
33265	1
34851	1
35673	1
47703	1
